City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,kaohsiung,22.6163,120.3133,28.05,71,75,1.54,TW,1715304046
288,maragogi,-9.0122,-35.2225,25.38,84,30,3.81,BR,1715304046
289,nchelenge,-9.3451,28.734,22.46,67,100,1.95,ZM,1715304047
290,tommot,58.9564,126.2925,3.78,56,98,1.79,RU,1715304047
291,solnechnyy,50.7214,136.6319,8.35,34,16,2.44,RU,1715304048
292,saipan,15.1355,145.701,33.39,62,40,7.2,MP,1715304049
293,nacogdoches,31.6002,-94.6335,26.92,97,40,1.54,US,1715304050
294,tierp,60.3427,17.5181,6.9,80,11,4.17,SE,1715304050
295,sur,22.5667,59.5289,31.69,52,0,1.94,OM,1715304051
296,torghay,49.6339,63.4981,7.26,59,88,3.87,KZ,1715304051
297,maydanshakhr,34.3956,68.8662,12.34,74,85,1.93,AF,1715304052
298,berezovyy,51.6667,135.7,12.77,32,5,1.46,RU,1715304052
299,saudarkrokur,65.7461,-19.6394,4.76,59,94,1.36,IS,1715304053
300,totness,5.8833,-56.3167,26.8,84,100,6.09,SR,1715304053
301,ndende,-2.4008,11.3581,23.77,96,100,0.94,GA,1715304054
302,hit,33.6416,42.8251,23.65,29,77,3.52,IQ,1715304054
303,manokwari,-0.8667,134.0833,28.55,77,97,3.62,ID,1715304055
304,hithadhoo,-0.6,73.0833,29.06,76,11,4.27,MV,1715304055
305,saynshand,44.8824,110.1163,6.98,44,99,14.76,MN,1715304056
306,marshfield,44.6689,-90.1718,13.49,76,100,0.0,US,1715304057
307,belle fourche,44.6714,-103.8522,15.73,76,100,2.08,US,1715304057
308,bardai,11.65,7.2333,28.83,48,100,3.96,NG,1715304058
309,usinsk,65.9939,57.5281,-1.07,97,100,1.34,RU,1715304058
310,glace bay,46.1969,-59.957,3.77,97,100,5.14,CA,1715304059
311,lensk,60.7253,114.9278,3.74,58,100,1.89,RU,1715304060
312,varena,54.2167,24.5667,6.29,97,98,2.48,LT,1715304060
313,belaya kholunitsa,58.84,50.8528,-2.16,94,100,4.51,RU,1715304061
314,malango,-2.9627,119.9001,25.42,68,8,1.48,ID,1715304061
315,acarau,-2.8856,-40.12,26.58,87,100,3.74,BR,1715303831
316,al qusayr,34.5091,36.5798,19.65,25,1,1.85,SY,1715304062
317,igarka,67.4667,86.5833,-0.55,99,83,5.81,RU,1715304063
318,loushanguan,28.1375,106.82,17.63,96,100,1.77,CN,1715304063
319,jayapura,-2.5333,140.7,24.66,88,100,1.42,ID,1715304064
320,rambha,19.5167,85.1,28.81,77,1,5.09,IN,1715304064
321,bitkine,11.9801,18.2138,31.14,15,100,1.03,TD,1715304065
322,evanston,42.0411,-87.6901,12.29,88,100,5.66,US,1715304065
323,apolinario saravia,-24.4328,-63.9954,12.72,71,50,1.77,AR,1715304066
324,kupang,-10.1667,123.5833,32.32,70,20,6.69,ID,1715304067
325,kiruna,67.8557,20.2251,-1.49,74,75,4.63,SE,1715304068
326,gunjur,13.2019,-16.7339,24.04,88,0,2.57,GM,1715304068
327,lobujya,27.95,86.8167,-6.58,70,87,4.59,NP,1715304070
328,constantia,44.1833,28.65,9.38,80,38,5.8,RO,1715304071
329,anadyr,64.75,177.4833,-3.72,68,75,2.0,RU,1715304071
330,luwuk,-0.9516,122.7875,27.06,72,98,2.27,ID,1715304072
331,port blair,11.6667,92.75,30.03,71,43,1.74,IN,1715304072
332,fig tree,-33.0317,148.7511,17.97,63,100,6.41,AU,1715304073
333,aripuana,-9.1667,-60.6333,23.95,72,100,0.97,BR,1715304073
334,santa luzia,-19.7697,-43.8514,22.5,73,0,2.57,BR,1715304074
335,monrovia,6.3005,-10.7969,25.87,85,100,2.48,LR,1715304075
336,dongkan,33.9997,119.8308,19.65,59,0,5.69,CN,1715304075
337,maridi,4.9158,29.4742,20.29,92,83,2.65,SS,1715304076
338,baskale,38.0453,44.0172,4.2,83,100,0.12,TR,1715304077
339,duobao,30.67,112.6895,22.26,67,100,5.78,CN,1715304077
340,broken hill,-31.95,141.4333,16.43,70,58,4.68,AU,1715304078
341,touros,-5.1989,-35.4608,25.57,91,45,4.13,BR,1715304078
342,necochea,-38.5473,-58.7368,9.13,52,74,3.95,AR,1715304079
343,tangalle,6.024,80.7911,26.25,89,100,1.56,LK,1715304079
344,ngetkib,7.3645,134.5148,25.14,94,100,3.09,PW,1715304080
345,novoishimskiy,53.1981,66.7694,6.43,72,0,1.69,KZ,1715304080
346,vernon,50.2581,-119.2691,25.34,25,12,1.79,CA,1715304074
347,arafat,21.3594,39.9664,29.49,46,0,1.24,SA,1715304081
348,pontes e lacerda,-15.2261,-59.3353,24.02,62,0,0.96,BR,1715304082
349,morondava,-20.2833,44.2833,21.61,81,0,3.79,MG,1715304082
350,och'amch'ire,42.7123,41.4686,14.02,50,100,0.59,GE,1715304083
351,arteche,12.2645,125.4048,29.0,68,100,3.09,PH,1715304083
352,tianshui,34.5439,105.6897,16.36,75,100,0.62,CN,1715304084
353,salinas,36.6777,-121.6555,25.31,58,0,7.2,US,1715303881
354,takoradi,4.8845,-1.7554,27.98,83,100,3.52,GH,1715304085
355,lihue,21.9789,-159.3672,26.58,67,20,3.6,US,1715304085
356,qingdao,36.0986,120.3719,19.78,60,0,7.0,CN,1715304086
357,kralendijk,12.15,-68.2667,27.99,83,20,5.66,BQ,1715304086
358,oriximina,-1.7656,-55.8661,25.63,93,100,2.06,BR,1715304087
359,al bardiyah,31.7561,25.0865,18.43,80,0,7.66,LY,1715304087
360,kalamaria,40.5825,22.9503,17.39,87,100,3.6,GR,1715304088
361,norderney,53.7,7.15,10.57,82,13,3.43,DE,1715304088
362,minggang,32.4586,114.0486,23.3,56,5,6.58,CN,1715304089
363,ebon,4.582,168.6964,28.56,80,40,3.75,MH,1715304089
364,waingapu,-9.6567,120.2641,28.22,75,14,7.03,ID,1715304090
365,ilulissat,69.2167,-51.1,-4.99,80,37,1.03,GL,1715304091
366,irymple,-34.25,142.1667,18.38,72,4,0.45,AU,1715304091
367,hassi messaoud,31.6804,6.0729,18.92,32,0,2.06,DZ,1715304092
368,bondoukou,8.0333,-2.8,25.55,75,100,1.81,CI,1715304092
369,souillac,-20.5167,57.5167,24.21,73,40,5.14,MU,1715304093
370,grafton,42.207,-71.6856,12.86,78,100,2.24,US,1715304093
371,muli,2.9167,73.5667,28.88,78,100,4.98,MV,1715304094
372,eforie sud,44.0229,28.6494,9.45,82,73,6.1,RO,1715304094
373,dobrovo,45.9964,13.5264,17.27,69,2,3.6,SI,1715304095
374,pingnan,23.5543,110.3976,22.45,84,100,1.34,CN,1715304096
375,znamenskoye,57.1281,73.8282,9.79,89,100,5.18,RU,1715304096
376,bereznik,62.8551,42.7072,-3.41,94,100,4.46,RU,1715304097
377,petropavlovsk-kamchatsky,53.0452,158.6483,9.33,66,75,8.0,RU,1715304097
378,santa vitoria do palmar,-33.5189,-53.3681,9.68,83,0,0.76,BR,1715304098
379,olinda,-8.0089,-34.8553,25.85,89,75,3.09,BR,1715304098
380,ixtapa,20.7,-105.2,26.57,74,0,3.6,MX,1715304099
381,jijiga,9.35,42.8,17.83,90,7,2.3,ET,1715304100
382,paradip garh,20.3167,86.6167,28.89,79,19,4.5,IN,1715304101
383,brezina,33.0989,1.2608,18.2,25,74,4.88,DZ,1715304101
384,kruisfontein,-34.0033,24.7314,11.6,88,0,0.48,ZA,1715304102
385,annau,37.8876,58.516,15.72,72,100,2.06,TM,1715304102
386,tereze,43.9361,42.4434,8.22,98,100,0.43,RU,1715304103
387,kisanga,-7.4362,37.7034,22.87,91,100,0.44,TZ,1715304103
388,midvagur,62.0511,-7.1939,7.46,100,100,7.72,FO,1715304104
389,grand gaube,-20.0064,57.6608,24.22,77,68,10.61,MU,1715304105
390,vanino,49.0869,140.2543,11.63,57,34,5.04,RU,1715304106
391,salalah,17.0151,54.0924,29.05,84,20,1.03,OM,1715304106
392,mosina,52.2454,16.8471,10.66,74,0,1.03,PL,1715304107
393,bure,10.7,37.0667,19.8,47,99,0.75,ET,1715304107
394,westbrook,43.677,-70.3712,10.57,83,40,2.06,US,1715304108
395,andergrove,-21.0833,149.1833,23.14,72,99,7.33,AU,1715304108
396,nar'yan-mar,67.6713,53.087,-1.61,95,100,11.62,RU,1715304109
397,stornoway,58.2093,-6.3865,10.02,94,100,2.06,GB,1715304109
398,bloemhof,-27.6469,25.607,14.97,40,0,3.55,ZA,1715304110
399,targuist,34.9377,-4.3186,14.15,70,21,1.36,MA,1715304110
400,wasilkow,53.1991,23.2078,8.43,76,75,0.89,PL,1715304111
401,colonia,50.9333,6.95,11.77,87,0,2.06,DE,1715304111
402,yura,-16.2522,-71.6797,13.29,41,0,2.06,PE,1715304112
403,ingeniero guillermo n. juarez,-23.9,-61.85,15.88,53,100,1.16,AR,1715304112
404,progreso,21.2833,-89.6667,38.06,80,14,5.87,MX,1715304113
405,sijunjung,-0.6876,100.9537,25.02,93,99,0.19,ID,1715304113
406,new castle,41.0037,-80.347,11.9,96,100,5.14,US,1715304114
407,ugoofaaru,5.6667,73.0,29.58,75,100,6.05,MV,1715304114
408,nuuk,64.1835,-51.7216,0.34,93,8,4.12,GL,1715303956
409,la ronge,55.1001,-105.2842,18.14,24,75,6.17,CA,1715304115
410,belmonte,-15.8631,-38.8828,25.16,82,0,2.04,BR,1715304116
411,akureyri,65.6835,-18.0878,3.96,65,0,1.54,IS,1715304116
412,crane,31.3974,-102.3501,30.81,14,3,3.49,US,1715304117
413,debeljaca,45.0711,20.6,14.11,71,99,5.68,RS,1715304117
414,talagang,32.9297,72.4158,27.07,32,11,3.74,PK,1715304118
415,sovetskaya gavan',48.9723,140.2878,11.73,43,2,5.69,RU,1715304118
416,kiama,-34.6833,150.8667,20.21,88,100,0.89,AU,1715303923
417,barranca,-10.75,-77.7667,18.84,85,28,3.43,PE,1715304119
418,buala,-8.145,159.5921,26.86,88,100,2.4,SB,1715304120
419,aqsay,51.1678,52.995,1.45,65,0,3.9,KZ,1715304121
420,ribeira brava,32.65,-17.0667,20.35,78,18,0.54,PT,1715304121
421,magadan,59.5667,150.8,3.63,82,42,1.46,RU,1715304122
422,inyonga,-6.7167,32.0667,19.94,81,99,2.11,TZ,1715304123
423,carnarvon,-24.8667,113.6333,24.07,60,100,3.71,AU,1715304124
424,wewak,-3.5534,143.6268,27.97,83,84,2.83,PG,1715304124
425,minas de marcona,-15.2119,-75.1103,13.53,83,80,6.06,PE,1715304125
426,shevchenko,48.5,35.0,6.22,51,5,1.61,UA,1715304125
427,ak'ordat,15.5486,37.8867,31.65,41,98,1.63,ER,1715304126
428,fada,9.5667,8.3,25.14,68,100,0.59,NG,1715304126
429,dunedin,-45.8742,170.5036,8.78,85,85,4.47,NZ,1715304127
430,lorengau,-2.0226,147.2712,28.0,78,100,2.69,PG,1715304127
431,itimadpur,27.25,78.2,29.4,44,0,3.24,IN,1715304065
432,chibougamau,49.9168,-74.3659,5.79,70,0,0.0,CA,1715304128
433,sinop,41.7711,34.8709,9.96,83,100,0.55,TR,1715304129
434,manfredonia,41.6259,15.9094,18.26,77,20,8.75,IT,1715304129
435,acapulco de juarez,16.8634,-99.8901,25.9,78,100,3.6,MX,1715303961
436,rechka-vydrino,51.485,104.8461,2.07,98,100,5.95,RU,1715304130
437,gaoual,11.75,-13.2,26.86,81,100,2.02,GN,1715304131
438,bridgeport,41.167,-73.2048,17.09,67,100,0.45,US,1715303912
439,sibolga,1.7427,98.7792,27.06,82,100,1.02,ID,1715304132
440,argo,37.6333,22.7333,15.19,81,100,2.65,GR,1715304132
441,el bauga,18.262,33.9081,27.5,12,11,4.52,SD,1715304133
442,sarangani,5.4033,125.4636,28.53,77,100,7.29,PH,1715304133
443,namibe,-15.1961,12.1522,22.6,71,4,4.17,AO,1715304134
444,ranchettes,41.2186,-104.7903,5.29,82,100,6.17,US,1715304134
445,robore,-18.3333,-59.75,19.07,90,37,1.42,BO,1715304135
446,alpine,32.835,-116.7664,20.93,69,0,1.79,US,1715304136
447,sinabang,2.4803,96.3801,27.74,84,100,1.64,ID,1715304137
448,caconda,-13.7333,15.0667,18.47,64,98,0.51,AO,1715304137
449,alice springs,-23.7,133.8833,17.75,68,100,6.69,AU,1715303960
450,hovd,48.0056,91.6419,13.87,32,100,1.46,MN,1715304138
451,opuwo,-18.0607,13.84,22.29,54,48,1.44,NA,1715304139
452,massawa,15.6097,39.45,29.88,74,99,0.08,ER,1715304139
453,owen sound,44.5672,-80.9435,10.21,75,100,2.68,CA,1715304140
454,peniche,39.3558,-9.3811,16.83,95,100,2.85,PT,1715304140
455,tamanrasset,22.785,5.5228,19.95,8,0,1.54,DZ,1715304141
456,darnah,32.767,22.6367,17.32,73,1,8.98,LY,1715304141
457,kotovo,50.3211,44.8012,0.82,61,7,1.44,RU,1715304142
458,santa terezinha,-29.9002,-50.0904,15.64,67,100,0.64,BR,1715304142
459,nagqu,31.5,92.0,-0.14,49,100,1.54,CN,1715304143
460,urumqi,43.801,87.6005,19.53,21,0,1.0,CN,1715303893
461,severo-yeniseyskiy,60.3725,93.0408,2.54,89,100,1.79,RU,1715304144
462,suva,-18.1416,178.4415,26.71,54,20,3.6,FJ,1715304144
463,tanda,26.55,82.65,27.43,55,0,5.35,IN,1715304145
464,bridlington,54.0831,-0.1919,13.97,86,100,0.45,GB,1715304145
465,camargo,27.6667,-105.1667,32.24,5,2,10.0,MX,1715304146
466,oppdal,62.5943,9.6912,1.9,76,100,2.49,NO,1715304146
467,nevada,39.2502,-116.7512,9.79,32,100,7.08,US,1715304147
468,mar del plata,-38.0023,-57.5575,11.04,64,0,2.24,AR,1715304000
469,citrus springs,28.9975,-82.4707,27.2,81,100,0.0,US,1715304148
470,heihe,50.2441,127.4902,14.32,22,100,4.45,CN,1715304148
471,tidjikja,18.5564,-11.4271,33.3,6,100,2.21,MR,1715304149
472,arys,42.4252,68.795,16.21,87,100,1.29,KZ,1715304149
473,pisco,-13.7,-76.2167,20.57,77,0,1.54,PE,1715304150
474,brak,27.5496,14.2714,20.78,30,0,8.38,LY,1715304150
475,gusinoozyorsk,51.2833,106.5,2.69,89,86,10.92,RU,1715304151
476,el bolson,-41.9667,-71.5167,3.6,97,100,2.01,AR,1715304151
477,song cau,13.45,109.2167,27.92,73,98,1.79,VN,1715304152
478,kuusamo,65.9667,29.1833,-2.98,80,100,1.03,FI,1715304152
479,revda,56.801,59.9303,-0.34,62,91,4.06,RU,1715304153
480,westport,41.1415,-73.3579,17.01,61,100,0.0,US,1715304154
481,contamana,-7.3333,-75.0167,24.32,97,100,0.6,PE,1715304154
482,zonguldak,41.25,31.8333,10.47,96,99,0.72,TR,1715304155
483,am timan,11.0297,20.2827,30.47,17,50,2.55,TD,1715304156
484,vygonichi,53.0985,34.0673,0.38,69,100,3.54,RU,1715304157
485,peace river,56.2501,-117.286,24.17,23,75,6.69,CA,1715304157
486,kavieng,-2.5744,150.7967,28.12,79,66,1.87,PG,1715304158
487,nadym,65.5333,72.5167,1.65,100,100,11.69,RU,1715304158
488,mombetsu,44.3525,143.3525,16.01,51,20,7.72,JP,1715304159
489,wainwright,52.839,-110.8572,16.67,49,12,4.27,CA,1715304160
490,laojunmiao,39.8333,97.7333,11.38,36,100,3.54,CN,1715304160
491,sikeston,36.8767,-89.5879,24.94,64,2,3.8,US,1715304070
492,freetown,8.484,-13.2299,24.84,88,75,3.6,SL,1715304161
493,hadibu,12.65,54.0333,28.2,74,44,0.63,YE,1715304162
494,taulaga,-11.0553,-171.0883,29.28,73,100,3.97,AS,1715304162
495,ibarreta,-25.2144,-59.8585,16.26,63,100,1.54,AR,1715304163
496,margate,51.3813,1.3862,10.94,89,84,1.99,GB,1715304163
497,key west,24.5557,-81.7826,27.0,83,0,4.63,US,1715304164
498,nueva villa de padilla,24.0167,-98.7833,39.61,24,1,8.44,MX,1715304164
499,kashgar,39.4547,75.9797,24.56,20,40,2.0,CN,1715304165
500,retreat,38.8245,-85.8533,20.53,89,3,3.73,US,1715304166
501,bowen,-20.0167,148.2333,25.83,64,100,7.55,AU,1715304167
502,leticia,-4.2153,-69.9406,24.03,100,40,1.03,CO,1715303886
503,sokoni,-6.4333,39.55,26.65,81,21,8.25,TZ,1715304168
504,gizo,-8.103,156.8419,27.42,83,86,4.96,SB,1715304168
505,arno,60.1167,18.6333,5.99,76,100,9.06,SE,1715304169
506,kabala,9.5833,-11.55,23.08,92,100,0.64,SL,1715304169
507,den burg,53.0542,4.7972,10.55,97,75,0.51,NL,1715304170
508,tsiombe,-25.3,45.4833,19.78,80,0,2.08,MG,1715304170
509,tofol,5.3248,163.0078,29.88,74,75,5.14,FM,1715304171
510,luanda,-8.8368,13.2343,27.0,93,0,2.06,AO,1715304172
511,fortuna,40.5982,-124.1573,24.4,44,0,5.14,US,1715304172
512,nabire,-3.3667,135.4833,29.02,76,100,0.78,ID,1715304173
513,olyokminsk,60.3736,120.4264,3.62,54,99,2.0,RU,1715304173
514,bechar,31.6167,-2.2167,24.18,15,58,1.03,DZ,1715304174
515,uliastay,47.7417,96.8444,7.19,27,16,1.28,MN,1715304174
516,conceicao da barra,-18.5933,-39.7322,24.44,89,0,1.69,BR,1715304175
517,maitum,6.0392,124.4986,29.45,68,100,1.85,PH,1715304175
518,schweizer-reneke,-27.1887,25.3293,14.64,40,0,3.85,ZA,1715304176
519,sabha,27.0377,14.4283,20.9,30,20,7.08,LY,1715304176
520,damghan,36.1683,54.348,12.04,55,0,0.51,IR,1715304177
521,al jawf,29.5,38.75,23.08,18,0,6.95,SA,1715304177
522,duba,27.3513,35.6901,26.48,46,0,1.23,SA,1715304178
523,vila franca do campo,37.7167,-25.4333,18.27,99,18,1.53,PT,1715304178
524,badagry,6.4167,2.8833,28.71,80,100,4.7,NG,1715304179
525,qinhuangdao,39.9317,119.5883,19.85,50,100,6.75,CN,1715304179
526,muynoq,43.7683,59.0214,15.41,55,100,5.52,UZ,1715304180
527,mahajanga,-15.7167,46.3167,22.01,73,20,2.06,MG,1715304180
528,howrah,22.5892,88.3103,24.0,83,40,4.63,IN,1715304181
529,bandipura,34.4167,74.65,13.95,45,15,3.74,IN,1715304181
530,puerto santa,-8.9906,-78.6456,19.22,89,100,4.56,PE,1715304182
531,praia da vitoria,38.7333,-27.0667,16.53,88,20,1.77,PT,1715304182
532,qujing,25.4833,103.7833,17.29,75,96,6.78,CN,1715304183
533,ta`u,-14.2336,-169.5144,27.8,79,100,3.24,AS,1715304183
534,ocean city,39.2776,-74.5746,16.14,76,99,3.13,US,1715304098
535,guerrero negro,27.9769,-114.0611,17.8,66,17,7.81,MX,1715304184
536,xilin hot,43.9667,116.0333,17.01,28,100,8.76,CN,1715304185
537,saint-francois,46.4154,3.9054,8.69,100,0,0.0,FR,1715304185
538,betio village,1.358,172.9211,31.02,76,100,2.71,KI,1715304186
539,gavrilov posad,56.5597,40.1175,1.61,58,85,4.44,RU,1715304186
540,coronel dorrego,-38.7187,-61.2873,8.69,56,48,4.67,AR,1715304187
541,shakiso,5.75,38.9167,16.46,97,100,0.8,ET,1715304188
542,sao jose da coroa grande,-8.8978,-35.1478,26.02,83,26,4.61,BR,1715304188
543,olavarria,-36.8927,-60.3225,6.91,65,100,2.6,AR,1715304189
544,chadron,42.8294,-102.9999,10.86,88,75,2.68,US,1715304189
545,quitilipi,-26.8691,-60.2168,16.14,51,100,2.0,AR,1715304190
546,port alfred,-33.5906,26.891,17.43,90,42,0.68,ZA,1715304190
547,genhe,50.7833,121.5167,9.21,69,100,4.73,CN,1715304191
548,sao gabriel da cachoeira,-0.1303,-67.0892,24.19,98,100,0.88,BR,1715304191
549,slupsk,54.4641,17.0287,9.69,76,100,4.28,PL,1715304192
550,ione,38.3527,-120.9327,30.64,23,0,3.6,US,1715304193
551,priozersk,61.0393,30.1291,3.94,86,98,2.64,RU,1715304193
552,tromso,69.6496,18.957,2.01,93,75,4.12,NO,1715304194
553,prince rupert,54.3161,-130.3201,12.05,80,75,4.63,CA,1715304194
554,mabaruma,8.2,-59.7833,25.6,81,100,1.51,GY,1715304195
555,sibiti,-3.6819,13.3499,21.91,99,100,0.9,CG,1715304195
556,livno,43.8269,17.0078,10.56,94,100,3.71,BA,1715304196
557,grand falls-windsor,48.9332,-55.6649,4.17,87,100,0.45,CA,1715304196
558,reyes,-14.3167,-67.3833,24.13,96,100,1.71,BO,1715304197
559,cooper's town,26.8667,-77.5167,25.55,75,0,5.0,BS,1715304198
560,poronaysk,49.2167,143.1167,10.48,57,87,2.05,RU,1715304198
561,pandan,14.0453,124.1694,30.14,63,55,2.13,PH,1715304199
562,odienne,9.51,-7.5692,25.03,79,98,1.38,CI,1715304199
563,castillos,-34.1667,-53.8333,7.62,86,9,1.23,UY,1715304200
564,bhamo,24.2667,97.2333,23.66,81,100,0.42,MM,1715304200
565,temryuk,45.2722,37.3811,8.12,60,100,4.93,RU,1715304064
566,lubao,14.9167,120.55,33.04,57,83,5.94,PH,1715304201
567,el hadjira,32.6134,5.5126,20.94,28,100,1.44,DZ,1715304202
568,ciudad rodrigo,40.6,-6.5333,10.99,63,2,1.82,ES,1715304202
569,ambovombe,-25.1667,46.0833,19.5,83,0,2.32,MG,1715304203
570,fuentes de andalucia,37.4641,-5.3462,14.03,44,100,4.01,ES,1715304203
571,porto novo,6.4965,2.6036,29.9,80,100,3.66,BJ,1715304204
572,yorkton,51.2167,-102.4677,19.91,22,0,11.32,CA,1715304204
573,pregradnaya,43.9508,41.1994,8.35,96,100,1.13,RU,1715304205
574,barra de santo antonio,-9.4047,-35.5072,25.6,73,100,4.03,BR,1715304205
575,gwanda,-20.9333,29.0,13.04,81,0,1.9,ZW,1715304206
576,nieuw amsterdam,5.8833,-55.0833,25.09,88,100,4.65,SR,1715304206
577,huaraz,-9.5333,-77.5333,13.12,81,54,2.16,PE,1715304207
